kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass
7380537,K00883.01,CANDIDATE,2.688899233,170.1020904,2.11275,37491.6,12.04,929.0,4820.0,4.667,0.639,0.699
7434875,K00884.01,CONFIRMED,9.439459486,177.186096,2.8979,3036.1,4.16,686.0,5097.0,4.597,0.779,0.891
8349582,K00122.01,CONFIRMED,11.523067458,131.969055,3.8757,507.3,3.13,927.0,5644.0,4.162,1.411,1.053
7434875,K00884.02,CONFIRMED,20.47748843,178.66786,2.8364,1382.4,2.92,530.0,5097.0,4.597,0.779,0.891
7434875,K00884.03,CONFIRMED,3.336123113,135.31623,1.9616,516.3,1.74,970.0,5097.0,4.597,0.779,0.891
7455287,K00886.01,CONFIRMED,8.01078456,170.20739,2.312,1333.6,1.72,453.0,3713.0,4.779,0.47,0.484
7455287,K00886.02,CONFIRMED,12.07134205,143.45948,4.3224,759.2,1.29,395.0,3713.0,4.779,0.47,0.484
7455287,K00886.03,CONFIRMED,20.99587872,152.31554,2.6333,767.3,1.3,328.0,3713.0,4.779,0.47,0.484
7458762,K00887.01,CONFIRMED,7.41113177,175.34754,2.5242,620.5,2.45,905.0,5849.0,4.517,0.919,1.014
7552344,K00888.01,FALSE POSITIVE,1.000747038,169.974229,0.9967,1823.5,4.14,1620.0,5472.0,4.499,0.79,0.718
757450,K00889.01,CONFIRMED,8.884922995,169.991686,2.07004,16053.4,10.51,770.0,5332.0,4.5,0.843,0.821
7585481,K00890.01,CONFIRMED,8.09888906,176.623731,4.20241,6911.1,8.95,986.0,6214.0,4.442,1.076,1.169
7663691,K00891.01,CONFIRMED,10.00653012,176.96898,5.344,936.1,3.52,876.0,6063.0,4.47,1.001,1.079
5812701,K00012.01,CONFIRMED,17.855221681,146.596466,7.41287,9065.2,13.16,911.0,6823.0,4.308,1.367,1.386
8013419,K00901.01,CANDIDATE,12.732624065,176.939054,2.2083,6465.7,4.87,432.0,3950.0,4.721,0.541,0.563
8018547,K00902.01,CANDIDATE,83.92494032,236.76334,6.7904,7958.7,4.78,226.0,3960.0,4.746,0.509,0.526
8039892,K00903.01,CONFIRMED,5.007316661,173.433997,4.2362,6932.3,6.96,998.0,5865.0,4.563,0.827,0.914
8150320,K00904.01,CONFIRMED,2.211116989,170.150139,1.6485,724.2,1.85,931.0,4500.0,4.656,0.646,0.71
8150320,K00904.02,CONFIRMED,27.9541337,178.73791,3.95,942.5,1.9,400.0,4500.0,4.656,0.646,0.71
11086270,K00124.01,CONFIRMED,12.69104387,137.12594,3.7727,252.1,2.57,1008.0,5869.0,4.024,1.626,1.019
7767559,K00895.01,FALSE POSITIVE,4.409409243,171.89433,3.8636,12861.0,10.95,1101.0,5600.0,4.368,0.975,0.811
7825899,K00896.01,CONFIRMED,16.23947096,175.569907,4.0374,2590.7,4.14,598.0,5191.0,4.564,0.837,0.937
7825899,K00896.02,CONFIRMED,6.308201629,174.047661,2.9785,1328.5,2.96,819.0,5191.0,4.564,0.837,0.937
7849854,K00897.01,CONFIRMED,2.052349884,169.890622,2.0778,14280.6,13.12,1497.0,5855.0,4.393,1.08,1.049
7870390,K00898.01,CONFIRMED,9.7704486,175.71372,2.4517,1897.8,2.23,460.0,3906.0,4.73,0.509,0.508
7870390,K00898.02,CONFIRMED,5.169804269,172.63153,2.153,1037.4,1.66,569.0,3906.0,4.73,0.509,0.508
5094751,K00123.02,CONFIRMED,21.22261195,137.57403,6.5093,366.0,2.48,771.0,5945.0,4.213,1.302,1.009
7870390,K00898.03,CONFIRMED,20.09017037,147.97788,4.154,1432.1,2.25,362.0,3906.0,4.73,0.509,0.508
7907423,K00899.01,CONFIRMED,7.11373257,174.32351,2.1764,807.6,1.16,429.0,3561.0,4.855,0.411,0.44
7907423,K00899.02,CONFIRMED,3.306551643,134.37211,1.8177,509.2,0.91,554.0,3561.0,4.855,0.411,0.44
7907423,K00899.03,CONFIRMED,15.36845737,147.38965,2.4714,756.1,1.11,332.0,3561.0,4.855,0.411,0.44
7938496,K00900.01,CONFIRMED,13.81020318,172.33533,3.048,1309.7,4.56,833.0,5942.0,4.327,1.142,1.009
8490993,K00911.01,CONFIRMED,4.093578461,171.00954,2.5833,538.6,2.85,1182.0,6077.0,4.471,0.999,1.077
8490993,K00911.02,CONFIRMED,105.145959,178.367,8.593,685.4,3.43,401.0,6077.0,4.471,0.999,1.077
8505670,K00912.01,CONFIRMED,10.8484518,171.80584,2.9993,1675.6,2.34,499.0,4201.0,4.682,0.591,0.609
8505670,K00912.02,CONFIRMED,6.66833241,137.43988,1.915,362.3,1.18,587.0,4201.0,4.682,0.591,0.609
8544996,K00913.01,CONFIRMED,4.082274889,169.6375652,3.23015,17859.2,10.55,1016.0,5655.0,4.581,0.794,0.886
8552202,K00914.01,CANDIDATE,3.886655224,169.73814,3.1646,581.6,1.87,1010.0,5662.0,4.61,0.738,0.813
8150320,K00904.03,CONFIRMED,42.1406089,139.0604,5.083,895.5,1.85,349.0,4500.0,4.656,0.646,0.71
8150320,K00904.04,CONFIRMED,4.617490562,135.04909,2.2618,575.8,1.62,728.0,4500.0,4.656,0.646,0.71
8150320,K00904.05,CONFIRMED,10.19849255,137.92067,2.4283,634.1,1.75,559.0,4500.0,4.656,0.646,0.71
8180063,K00905.01,FALSE POSITIVE,5.795063956,172.697467,3.2496,1692.9,4.33,950.0,5865.0,4.563,0.827,0.914
8226994,K00906.01,CONFIRMED,7.15681552,174.13511,2.5882,867.0,2.47,782.0,5029.0,4.494,0.838,0.798
8226994,K00906.02,CONFIRMED,17.64830851,133.54533,2.0873,763.3,2.43,579.0,5029.0,4.494,0.838,0.798
8226994,K00906.03,CONFIRMED,4.14810719,133.3881,2.535,175.2,1.08,938.0,5029.0,4.494,0.838,0.798
8247638,K00907.01,CONFIRMED,16.51410989,176.11686,4.1575,973.5,2.72,655.0,5527.0,4.488,0.866,0.841
8247638,K00907.02,CONFIRMED,30.1329298,190.38336,5.172,1015.8,3.14,536.0,5527.0,4.488,0.866,0.841
8247638,K00907.03,CONFIRMED,4.79090809,136.31106,2.603,251.3,1.36,990.0,5527.0,4.488,0.866,0.841
11086270,K00124.02,CONFIRMED,31.71981013,142.82083,4.819,363.4,3.09,743.0,5869.0,4.024,1.626,1.019
8247638,K00907.04,CONFIRMED,99.6415962,198.68664,4.448,952.5,2.64,360.0,5527.0,4.488,0.866,0.841
8255887,K00908.01,CONFIRMED,4.708326451,171.446507,3.16114,7912.7,10.6,1162.0,5560.0,4.246,1.21,0.94
8256049,K00909.01,FALSE POSITIVE,16.37198661,172.75926,3.8449,4147.6,540.37,438.0,4187.0,4.656,0.592,0.58
8414716,K00910.01,CONFIRMED,5.392026903,171.72707,2.9804,1151.4,2.68,850.0,5198.0,4.589,0.801,0.915
9140402,K00928.01,CANDIDATE,2.494170338,170.852848,1.1221,863.7,2.42,1194.0,5569.0,4.566,0.829,0.928
9141746,K00929.01,CONFIRMED,6.491682808,174.633553,4.301,7163.3,9.66,1062.0,6123.0,4.413,1.107,1.159
9159275,K00930.01,FALSE POSITIVE,3.044770796,172.01916,10.0134,1695.0,24.54,1076.0,5525.0,4.603,0.753,0.843
9166862,K00931.01,CONFIRMED,3.855603916,170.6787843,3.2179,16652.7,13.61,1212.0,6033.0,4.46,1.046,1.153
9166870,K00932.01,FALSE POSITIVE,3.855599139,170.67957,3.183,1030.9,3.57,1158.0,5936.0,4.501,0.965,1.075
11449844,K00125.01,CONFIRMED,38.47876629,151.852812,5.04169,23530.0,13.26,484.0,5510.0,4.539,0.879,0.973
8605074,K00915.01,FALSE POSITIVE,37.601661282,194.713383,8.30604,59130.1,27.22,606.0,6140.0,4.354,1.096,0.989
8628973,K00916.01,CONFIRMED,3.314947362,171.313058,1.8007,1398.2,3.94,1155.0,5609.0,4.481,0.944,0.983
8655354,K00917.01,FALSE POSITIVE,6.71969089,173.35776,3.0231,969.7,4.37,952.0,5931.0,4.479,0.866,0.825
8672910,K00918.01,CONFIRMED,39.6431552,206.596798,6.5292,15663.8,10.98,472.0,5231.0,4.455,0.9,0.844
8686150,K00919.01,FALSE POSITIVE,51.42598578,173.535933,16.9422,66067.7,29.66,549.0,6257.0,4.41,1.147,1.233
8689031,K00920.01,CONFIRMED,21.80451611,190.49737,3.4097,1144.9,2.6,543.0,5481.0,4.629,0.708,0.806
8689373,K00921.01,CONFIRMED,10.28194593,175.33988,3.4366,1110.7,2.53,680.0,5196.0,4.593,0.775,0.869
8689373,K00921.02,CONFIRMED,18.11993039,182.61535,4.2309,1506.9,2.95,563.0,5196.0,4.593,0.775,0.869
8689373,K00921.03,CONFIRMED,3.78402867,133.28133,1.9012,426.1,1.7,949.0,5196.0,4.593,0.775,0.869
8826878,K00922.01,CONFIRMED,5.15448142,171.6389,3.228,697.5,2.94,964.0,5431.0,4.457,0.884,0.816
5897826,K00126.01,FALSE POSITIVE,33.80364366,202.259731,11.4813,13494.4,20.7,745.0,5855.0,3.999,1.796,1.174
8883593,K00923.01,CONFIRMED,5.743469797,174.898924,3.4412,1240.2,3.13,982.0,5897.0,4.531,0.891,0.983
8951215,K00924.01,CANDIDATE,39.4759093,173.31207,2.968,1012.6,4.06,577.0,6225.0,4.45,1.031,1.091
9016295,K00925.01,FALSE POSITIVE,19.974485239,171.6300909,4.23479,40293.1,26.56,700.0,6108.0,4.471,0.997,1.072
9077124,K00926.01,CONFIRMED,3.166353562,170.966145,3.3129,1473.4,3.82,1273.0,6007.0,4.47,0.998,1.072
9097120,K00927.01,FALSE POSITIVE,23.899634407,188.982797,3.81881,20953.1,44.04,652.0,6192.0,4.503,0.924,0.991
9466668,K00939.01,CONFIRMED,3.388012244,170.5336,2.6849,280.1,2.11,1315.0,5553.0,4.221,1.25,0.949
9466668,K00939.02,CONFIRMED,5.83909761,132.09261,3.1915,273.6,2.06,1097.0,5553.0,4.221,1.25,0.949
9466668,K00939.03,CONFIRMED,1.620467654,132.06388,2.1888,159.6,1.57,1681.0,5553.0,4.221,1.25,0.949
9466668,K00939.04,CONFIRMED,10.6816951,131.55082,3.605,307.8,2.3,897.0,5553.0,4.221,1.25,0.949
9479273,K00940.01,CONFIRMED,6.104849417,169.573477,4.6912,2090.3,3.18,784.0,5085.0,4.584,0.712,0.71
8359498,K00127.01,CONFIRMED,3.578780566,134.0304187,2.91089,11382.2,10.43,1145.0,5524.0,4.421,0.994,0.95
9171801,K00933.01,FALSE POSITIVE,3.187067566,171.64976,3.119,1037.4,23.88,1079.0,5450.0,4.552,0.811,0.857
9334289,K00934.01,CONFIRMED,5.826657508,173.011411,2.9183,1539.1,4.09,1013.0,5561.0,4.362,1.06,0.943
9334289,K00934.02,CONFIRMED,12.41216347,142.54039,3.739,611.3,2.58,787.0,5561.0,4.362,1.06,0.943
9334289,K00934.03,CONFIRMED,18.74649011,147.13074,3.895,796.8,3.05,686.0,5561.0,4.362,1.06,0.943
9347899,K00935.01,CONFIRMED,20.86021229,180.017757,5.1937,1910.5,5.5,781.0,6035.0,4.22,1.257,0.958
9347899,K00935.02,CONFIRMED,42.63427848,141.16954,6.1998,1719.3,5.22,615.0,6035.0,4.22,1.257,0.958
9347899,K00935.03,CONFIRMED,87.6476068,134.94222,8.871,1009.6,4.0,484.0,6035.0,4.22,1.257,0.958
9347899,K00935.04,CANDIDATE,9.61731426,142.47479,3.8692,234.0,1.94,1010.0,6035.0,4.22,1.257,0.958
9388479,K00936.01,CONFIRMED,9.467821474,178.415842,2.4327,2237.0,2.13,407.0,3582.0,4.807,0.458,0.491
9388479,K00936.02,CONFIRMED,0.893040969,134.540342,1.0981,741.7,1.24,893.0,3582.0,4.807,0.458,0.491
11359879,K00128.01,CONFIRMED,4.942783419,136.3294353,3.25346,11144.7,10.62,1008.0,5514.0,4.459,0.978,1.003
9406990,K00937.01,CONFIRMED,20.83426731,176.58569,4.0454,988.4,2.74,595.0,5537.0,4.549,0.88,0.999
9415172,K00938.01,CONFIRMED,9.94602357,171.70192,3.3862,994.5,3.12,807.0,5344.0,4.365,1.013,0.867
9415172,K00938.02,CONFIRMED,1.04562195,133.91912,1.8955,213.0,1.45,1710.0,5344.0,4.365,1.013,0.867
9415172,K00938.03,CONFIRMED,5.71462396,132.63866,2.336,297.8,1.78,971.0,5344.0,4.365,1.013,0.867
9904059,K00145.01,FALSE POSITIVE,102.9641952,158.07473,15.735,1896.7,39.0,797.0,5047.0,3.066,7.119,2.15
3231341,K01102.02,CONFIRMED,8.14515981,140.56811,5.073,446.8,3.43,1050.0,5896.0,4.197,1.24,0.884
3231341,K01102.03,CONFIRMED,18.9985279,144.74157,4.529,430.7,43.17,792.0,5896.0,4.197,1.24,0.884
3231341,K01102.04,CONFIRMED,4.24439049,137.06643,3.282,174.0,2.07,1305.0,5896.0,4.197,1.24,0.884
2860866,K01103.01,CANDIDATE,90.1240507,356.23415,11.649,3020.3,7.12,485.0,6520.0,4.375,1.215,1.279
7626506,K00150.02,CONFIRMED,28.5742692,143.8315,4.9427,824.9,2.32,538.0,5551.0,4.508,0.812,0.776
10460629,K01168.01,CANDIDATE,856.672115,228.44988,23.144,858.1,3.87,242.0,6449.0,4.232,1.309,1.063
10319385,K01169.01,CANDIDATE,0.689210173,133.28584,1.6169,195.0,1.32,1943.0,5630.0,4.505,0.954,1.064
10482160,K01170.01,CONFIRMED,7.34373964,137.29874,1.1784,574.4,1.84,839.0,5757.0,4.597,0.762,0.865
10485069,K01171.01,FALSE POSITIVE,0.445277068,133.52312,3.539,186.7,35.74,2562.0,6167.0,4.444,1.064,1.149
3233043,K00966.01,FALSE POSITIVE,0.379463865,170.2480164,0.86896,1973.3,59.56,3000.0,5075.0,3.892,1.783,0.905
6579806,K00967.01,FALSE POSITIVE,9.88047978,173.608672,2.78458,18541.0,23.6,860.0,6113.0,4.512,0.917,0.997
3560301,K00968.01,FALSE POSITIVE,4.6484156,261.09395,38.1939,128.4,5.06,2259.0,6980.0,3.577,3.482,1.671
4044005,K00969.01,FALSE POSITIVE,17.512014768,174.282592,1.8248,4511.7,13.66,804.0,6224.0,4.33,1.132,0.998
11502218,K00970.01,CANDIDATE,3.9886021,171.01852,1.7376,673.5,34.39,3145.0,4813.0,2.472,13.652,2.016
11180361,K00971.01,CANDIDATE,0.533059312,171.2274419,1.8621,1495.8,133.56,5862.0,8523.0,3.559,4.051,2.166
5802246,K01044.01,FALSE POSITIVE,0.525154153,133.744359,2.1441,747.5,23.61,2073.0,5582.0,4.497,0.846,0.819
6066403,K01045.01,FALSE POSITIVE,1.303861044,134.212059,4.0541,598.2,27.85,1610.0,5758.0,4.475,0.902,0.887
6209637,K01046.01,FALSE POSITIVE,0.73452496,133.43108,6.7,,,,,,,
5988031,K01047.01,FALSE POSITIVE,2.55549176,134.50078,9.083,113.8,23.35,1312.0,5948.0,4.508,0.901,0.954
7684873,K00014.01,FALSE POSITIVE,2.947376671,171.522978,2.0911,433.2,403.59,2404.0,8090.0,4.002,2.234,1.828
8559644,K00139.01,CONFIRMED,224.7789355,142.095338,11.1899,3487.5,7.67,333.0,5873.0,4.293,1.235,1.092
2851100,K01104.01,FALSE POSITIVE,0.890110752,133.2647,0.8774,321.5,1.25,1372.0,4768.0,4.628,0.711,0.815
3130300,K01105.01,FALSE POSITIVE,5.76573396,133.30941,2.924,248.0,7.47,1964.0,5772.0,3.364,4.434,1.657
3240158,K01106.01,CONFIRMED,7.42608123,139.90039,3.6379,443.3,2.47,1037.0,6049.0,4.353,1.176,1.14
3240158,K01106.02,CONFIRMED,15.9868932,137.5964,4.158,178.5,1.62,803.0,6049.0,4.353,1.176,1.14
3228959,K01107.01,FALSE POSITIVE,0.73094589,133.68876,4.32,250.2,17.12,1922.0,5901.0,4.553,0.848,0.938
3218908,K01108.01,CONFIRMED,18.92537246,149.49558,3.9835,640.9,13.92,1171.0,4941.0,3.317,4.885,1.808
10341913,K01172.01,FALSE POSITIVE,0.933749106,134.31831,4.256,186.2,3.22,2863.0,6215.0,3.849,2.188,1.233
10480921,K01173.01,FALSE POSITIVE,2.037440623,133.59962,3.442,118.6,1.19,1572.0,6253.0,4.415,1.015,0.975
10287723,K01174.01,CANDIDATE,129995.7784,393.59962,9.408,1474.9,2.99,25.0,4500.0,4.572,0.726,0.717
10350571,K01175.01,CONFIRMED,31.5925809,142.9649,13.566,145.1,1.78,688.0,5676.0,4.1,1.487,1.016
10350571,K01175.02,CONFIRMED,17.157236,133.68951,11.284,110.4,1.55,844.0,5676.0,4.1,1.487,1.016
3749365,K01176.01,CONFIRMED,1.97376085,178.6894194,1.82542,30222.4,8.78,753.0,3807.0,4.762,0.503,0.534
11013201,K00972.01,CANDIDATE,13.118962443,261.539434,4.3045,372.2,8.25,1768.0,7221.0,3.488,4.24,2.018
11673674,K00133.01,FALSE POSITIVE,4.618767792,133.386535,5.9957,4399.1,7.48,1170.0,6013.0,4.381,1.033,0.938
11013201,K00972.02,CANDIDATE,7.82187328,123.49907,3.8417,42.2,2.78,2101.0,7221.0,3.488,4.24,2.018
9414417,K00974.01,CANDIDATE,53.5057611,172.98304,10.5616,195.6,2.52,675.0,6247.0,4.016,1.762,1.174
3632418,K00975.01,CONFIRMED,2.785821236,260.83731,3.5599,68.9,1.69,1784.0,6202.0,4.026,1.733,1.162
3441784,K00976.01,FALSE POSITIVE,52.56901867,184.971267,6.7507,26900.0,78.54,737.0,7240.0,4.178,1.717,1.62
5820218,K01048.01,FALSE POSITIVE,3.411758679,133.18086,3.158,570.6,14.71,684.0,3995.0,4.71,0.561,0.582
5876368,K01049.01,FALSE POSITIVE,0.525426427,133.187901,1.0801,324.6,1.45,2069.0,5791.0,4.575,0.802,0.889
5809890,K01050.01,CONFIRMED,1.269091415,133.343682,1.4647,340.9,1.41,1331.0,5041.0,4.576,0.766,0.807
5809890,K01050.02,CONFIRMED,2.853133997,133.79678,1.465,277.1,1.36,1016.0,5041.0,4.576,0.766,0.807
6131236,K01051.01,CONFIRMED,6.79685353,138.11324,3.1702,393.1,2.01,985.0,6061.0,4.486,0.97,1.05
9048161,K00146.01,FALSE POSITIVE,8.667822346,137.341841,4.9658,2121.9,67.37,1303.0,6266.0,3.923,1.889,1.089
3218908,K01108.02,CONFIRMED,1.475323222,131.83272,2.3155,154.9,5.88,2740.0,4941.0,3.317,4.885,1.808
3218908,K01108.03,CONFIRMED,4.15246118,134.57991,2.5755,223.4,7.62,1941.0,4941.0,3.317,4.885,1.808
3235672,K01109.01,FALSE POSITIVE,6.7210783,134.7775984,7.46,,,,,,,
2837111,K01110.01,CONFIRMED,8.7348852,135.0818,4.49,270.7,1.59,890.0,5982.0,4.493,0.96,1.047
3120276,K01111.01,FALSE POSITIVE,10.26547688,136.49663,3.733,399.6,1.81,770.0,5699.0,4.553,0.853,0.95
2307199,K00151.01,CANDIDATE,13.4471791,132.830555,3.0454,1428.2,5.24,848.0,6276.0,4.405,1.041,1.001
3547091,K01177.01,FALSE POSITIVE,3.305577989,180.68154,2.5903,17971.0,25.89,1027.0,5534.0,4.629,0.707,0.786
3869825,K01178.01,FALSE POSITIVE,4.800653901,134.365782,9.0419,15304.4,16.91,1347.0,6715.0,4.347,1.241,1.256
3655332,K01179.01,FALSE POSITIVE,15.06649901,140.654788,5.9885,36348.0,56.44,932.0,5751.0,4.028,1.626,1.028
4042026,K01180.01,FALSE POSITIVE,34.82008158,163.015559,11.1711,18847.8,11.36,459.0,5114.0,4.522,0.784,0.746
3344419,K01181.01,FALSE POSITIVE,0.651784374,133.111707,2.0141,2779.3,33.65,2090.0,5555.0,4.375,1.061,0.975
11192141,K00977.01,FALSE POSITIVE,1.353771892,261.43662,7.012,1349.1,430.99,4903.0,4283.0,2.012,15.76,0.931
11494130,K00978.01,FALSE POSITIVE,18.95491633,262.46677,24.249,867.5,71.39,1139.0,6362.0,3.761,2.534,1.352
5648449,K00979.01,FALSE POSITIVE,4.348866254,262.72768,3.2797,625.6,2436.69,6421.0,3598.0,0.65,101.451,1.679
12167361,K00980.01,FALSE POSITIVE,47.93094546,179.096467,2.6897,2144.4,68.02,905.0,8214.0,4.104,1.938,1.737
8607720,K00981.01,FALSE POSITIVE,3.99751422,261.7243,3.686,32.8,2.98,2203.0,5066.0,3.122,5.324,1.372
1433962,K00982.01,FALSE POSITIVE,1.592633181,133.9243804,5.5605,633.1,1.56,1053.0,4506.0,4.626,0.651,0.654
9032900,K00134.01,CONFIRMED,67.5923754,151.75056,12.249,4158.1,12.1,588.0,6038.0,4.082,1.744,1.341
5956342,K01052.01,CONFIRMED,17.02902786,143.33395,4.645,568.9,2.54,755.0,5839.0,4.327,1.067,0.881
5956342,K01052.02,CONFIRMED,6.84619236,132.17265,3.529,246.8,1.67,1022.0,5839.0,4.327,1.067,0.881
5956342,K01052.03,CONFIRMED,67.8321638,125.881,7.358,507.8,2.39,476.0,5839.0,4.327,1.067,0.881
5956342,K01052.04,CONFIRMED,43.1312147,166.26105,3.198,447.8,2.39,554.0,5839.0,4.327,1.067,0.881
5956656,K01053.01,CONFIRMED,1.224866441,133.20824,1.7086,196.0,1.54,1741.0,5553.0,4.32,1.107,0.933
3109930,K01112.01,CONFIRMED,37.8102649,158.35799,8.733,570.3,2.33,566.0,6085.0,4.451,0.973,0.976
2854914,K01113.01,CONFIRMED,25.93406406,149.76273,4.6142,414.5,2.48,695.0,5952.0,4.287,1.225,1.059
2854914,K01113.02,CONFIRMED,83.4463485,158.68061,6.536,503.0,2.73,471.0,5952.0,4.287,1.225,1.059
3337425,K01114.01,FALSE POSITIVE,7.04710032,139.79737,2.926,400.9,25.2,986.0,5766.0,4.363,1.068,0.96
3116412,K01115.01,CONFIRMED,12.99204853,136.32016,6.0175,270.6,2.03,866.0,5765.0,4.236,1.242,0.968
3865567,K01182.01,FALSE POSITIVE,11.11620211,133.100575,4.211,4843.9,8.96,853.0,6122.0,4.471,0.996,1.07
3544689,K01183.01,FALSE POSITIVE,1.922861499,134.658644,3.5734,1916.2,5.09,1392.0,5778.0,4.531,0.911,1.028
4037164,K01184.01,FALSE POSITIVE,0.635445336,134.184037,1.8592,2547.4,19.0,1177.0,3920.0,4.7,0.55,0.554
3443790,K01185.01,FALSE POSITIVE,1.665784138,133.863028,1.8946,2006.2,97.27,2636.0,6261.0,3.686,2.789,1.378
3966912,K01186.01,FALSE POSITIVE,55.6639167,156.35017,23.546,3414.4,34.14,434.0,5587.0,4.528,0.853,0.894
8394721,K00152.01,CONFIRMED,52.09081627,158.744665,8.6388,2894.1,7.14,592.0,6198.0,4.237,1.324,1.101
11607193,K00983.01,FALSE POSITIVE,7.1548608,266.04847,7.694,780.4,7.41,1482.0,7443.0,4.166,1.739,1.616
1161345,K00984.01,CONFIRMED,4.28746668,262.06245,1.5693,790.1,2.29,942.0,5296.0,4.576,0.815,0.911
10227501,K00985.01,FALSE POSITIVE,2.002779769,261.95791,2.231,260.5,1.42,1311.0,5346.0,4.44,0.892,0.799
2854698,K00986.01,CONFIRMED,8.18739443,260.86931,3.0472,517.6,1.92,782.0,5251.0,4.494,0.849,0.821
2854698,K00986.02,CONFIRMED,76.0498163,161.71445,7.158,445.9,1.75,372.0,5251.0,4.494,0.849,0.821
8559644,K00139.02,CONFIRMED,3.341799486,141.35472,2.9254,178.2,1.67,1356.0,5873.0,4.293,1.235,1.092
6032981,K01054.01,FALSE POSITIVE,3.3226948,134.444,3.568,78.7,15.33,3859.0,5234.0,2.41,16.959,2.698
5866099,K01055.01,FALSE POSITIVE,36.97708808,133.62681,4.737,1269.9,38.6,602.0,5589.0,4.193,1.239,0.873
5964985,K01056.01,FALSE POSITIVE,1.851409163,133.17995,10.232,232.5,20.42,2154.0,7117.0,4.176,1.469,1.18
6066416,K01057.01,FALSE POSITIVE,1.303859704,134.21201,2.8239,36.7,0.98,2393.0,6802.0,4.103,1.521,1.069
1996679,K00147.01,FALSE POSITIVE,145.5624926,146.0588,5.4126,2931.6,40.15,387.0,6148.0,4.346,1.095,0.969
2849805,K01116.01,CONFIRMED,3.749105745,135.10837,1.9826,182.6,1.68,1160.0,5751.0,4.447,0.983,0.987
3114811,K01117.01,CONFIRMED,11.08956602,141.76142,6.2877,148.1,3.51,1422.0,6353.0,3.698,2.867,1.497
2853446,K01118.01,CANDIDATE,7.37290344,137.60991,2.172,205.2,2.67,1004.0,5973.0,4.371,1.07,0.982
3003992,K01119.01,FALSE POSITIVE,7.24476126,139.10497,2.3145,58.0,0.65,837.0,5370.0,4.494,0.874,0.869
3942446,K01193.01,CANDIDATE,119.0624882,149.22223,3.1188,5372.3,10.4,366.0,5697.0,4.392,0.92,0.76
3554031,K01194.01,CONFIRMED,8.70798309,363.05638,2.4904,1419.6,2.01,543.0,4362.0,4.722,0.554,0.59
3554031,K01194.02,CANDIDATE,14.8623076,354.57297,3.161,840.0,1.57,454.0,4362.0,4.722,0.554,0.59
3554031,K01194.03,CONFIRMED,4.17634276,352.99674,2.335,531.5,1.23,694.0,4362.0,4.722,0.554,0.59
8394721,K00152.02,CONFIRMED,27.40229859,133.6284,6.8491,747.5,3.63,734.0,6198.0,4.237,1.324,1.101
7295235,K00987.01,CONFIRMED,3.179267286,261.841607,1.0246,200.9,1.21,1101.0,5511.0,4.554,0.857,0.96
2302548,K00988.01,CONFIRMED,10.38122447,268.02421,2.715,801.5,2.18,672.0,5095.0,4.566,0.78,0.816
2302548,K00988.02,CONFIRMED,24.5709023,135.87209,3.587,764.2,2.82,505.0,5095.0,4.566,0.78,0.816
10743597,K00989.01,FALSE POSITIVE,81.221876,184.26164,4.1135,9883.0,16.59,385.0,5619.0,4.536,0.874,0.956
10743597,K00989.02,FALSE POSITIVE,0.817026268,132.835239,2.0799,1145.5,2.92,1784.0,5619.0,4.536,0.874,0.956
9818381,K00135.01,CONFIRMED,3.024092505,132.4168573,2.8021,7765.0,12.14,1489.0,6063.0,4.261,1.358,1.227
6124941,K01058.01,FALSE POSITIVE,5.670155713,136.201739,0.9361,536.7,5.85,341.0,3337.0,5.126,0.183,0.164
6060203,K01059.01,CONFIRMED,1.022678654,133.45422,1.3712,129.2,1.14,1734.0,5366.0,4.363,1.02,0.875
5880320,K01060.01,CONFIRMED,12.10968709,140.21258,6.3461,284.7,2.98,1005.0,6021.0,4.093,1.458,0.96
5880320,K01060.02,CONFIRMED,4.75796103,137.69636,4.66,124.5,1.7,1372.0,6021.0,4.093,1.458,0.96
5880320,K01060.03,CONFIRMED,20.4972755,147.43894,8.536,242.9,2.96,843.0,6021.0,4.093,1.458,0.96
3003992,K01119.02,FALSE POSITIVE,13.55480534,139.81609,2.288,48.3,0.62,679.0,5370.0,4.494,0.874,0.869
6307537,K01120.01,FALSE POSITIVE,29.74454668,172.386652,23.2842,66894.0,20.06,455.0,4889.0,4.569,0.788,0.839
6359798,K01121.01,FALSE POSITIVE,14.15402428,140.698466,4.47001,61625.1,53.25,777.0,5850.0,4.404,1.037,0.994
6311681,K01122.01,FALSE POSITIVE,0.844786082,134.216987,3.5289,2468.5,35.27,1864.0,5705.0,4.452,0.915,0.865
6365321,K01123.01,FALSE POSITIVE,0.848483947,133.585301,1.4451,1907.4,32.11,1908.0,5941.0,4.504,0.936,1.019
6301035,K01124.01,FALSE POSITIVE,11.99097576,143.28437,5.7401,2124.3,37.47,880.0,6110.0,4.352,1.072,0.944
3859079,K01199.01,CONFIRMED,53.5292702,147.86464,5.668,1086.1,2.28,348.0,4736.0,4.624,0.708,0.791
3557493,K01200.01,FALSE POSITIVE,0.393726813,133.310396,2.95,564.6,24.17,2705.0,6277.0,4.449,1.031,1.085
4061149,K01201.01,CONFIRMED,2.757584622,133.05017,0.9267,563.1,1.01,615.0,3683.0,4.84,0.424,0.454
